,SESSION_ID,MEDIA_ID,DICOM_ID,CNT,Time (in secs),TIMETICK(f=10000000),FPOGX,FPOGY,FPOGS,FPOGD,FPOGID,FPOGV,BPOGX,BPOGY,BPOGV,LPCX,LPCY,LPD,LPS,LPV,RPCX,RPCY,RPD,RPS,RPV,BKID,BKDUR,BKPMIN,LPMM,LPMMV,RPMM,RPMMV,SACCADE_MAG,SACCADE_DIR,VID_FRAME,X_ORIGINAL,Y_ORIGINAL
31723,26,20,aa29a8f7-ec260779-8cb37967-7d5bb1e6-a623e93f,6,0.09692,1981835543133.0,0.35385,0.1664,0.0,0.09692,1,1,0.41383,0.3895099999999999,1,0.50103,0.65663,20.68735,1.05561,1,0.77608,0.63672,17.8031,1.05561,1,0,0.0,12,4.12495,1,4.075419999999999,1,41.99586,296.79422,0.0,434,508
31724,26,20,aa29a8f7-ec260779-8cb37967-7d5bb1e6-a623e93f,23,0.37354,1981838309023.0,0.41663,0.27492,0.1640599999999999,0.20947,2,1,0.51356,-1.08867,0,0.77784,0.6275,26.55731,1.06003,0,0.77995,0.63725,17.90125,1.06003,0,0,0.0,12,6.14093,0,3.86868,0,168.12351999999996,315.80396,0.0,794,840
31725,26,20,aa29a8f7-ec260779-8cb37967-7d5bb1e6-a623e93f,59,0.95435,1981844115793.0,0.5528,0.4693,0.58325,0.37109,3,1,0.625,0.48991,1,0.5082300000000001,0.66332,20.32337,1.03686,1,0.78528,0.64444,17.79562,1.03686,1,0,0.0,13,3.83924,1,3.85134,1,335.29834,321.237,0.0,1574,1434
31726,26,20,aa29a8f7-ec260779-8cb37967-7d5bb1e6-a623e93f,86,1.39087,1981848481690.0,0.60123,0.50859,0.97192,0.41895,4,1,0.55432,0.58799,1,0.50643,0.66582,20.82225,1.00725,1,0.78358,0.64772,17.86003,1.00725,1,0,0.0,12,3.75734,1,3.77421,1,102.21016,335.47086,0.0,1852,1554
31727,26,20,aa29a8f7-ec260779-8cb37967-7d5bb1e6-a623e93f,107,1.7307099999999995,1981851879684.0,0.5529,0.51155,1.40723,0.32349,5,1,0.5503899999999999,0.4611699999999999,1,0.50368,0.6653600000000001,20.42595,1.04614,1,0.7800699999999999,0.64555,17.757839999999995,1.04614,1,0,0.0,12,3.84318,1,3.78647,1,92.84875,181.97311,0.0,1575,1563
31728,26,20,aa29a8f7-ec260779-8cb37967-7d5bb1e6-a623e93f,139,2.25293,1981857101910.0,0.53682,0.35531,1.74707,0.5058600000000001,6,1,0.52945,0.2978,1,0.48653,0.6977399999999999,19.84354,1.08224,1,0.7582899999999999,0.67697,17.12688,1.08224,1,0,0.0,12,3.94059,1,3.96182,1,171.54037,100.36853,0.0,1483,1085
31729,26,20,aa29a8f7-ec260779-8cb37967-7d5bb1e6-a623e93f,178,2.87891,1981863362185.0,0.53743,0.28554,2.2648900000000003,0.6140100000000001,7,1,0.55335,0.25898,1,0.48957,0.67571,19.47365,1.07558,1,0.7606,0.65162,17.22555,1.08224,1,0,0.0,12,4.71695,1,4.46312,1,75.36069,89.10947,0.0,1486,872
31730,26,20,aa29a8f7-ec260779-8cb37967-7d5bb1e6-a623e93f,206,3.33545,1981867926803.0,0.55279,0.28397,2.89575,0.4397,8,1,0.5466300000000001,0.37349,1,0.50075,0.65285,20.87444,1.02559,1,0.77869,0.62424,18.39645,1.01893,1,0,0.0,12,4.2205,1,4.2062,1,29.53992,3.29064,0.0,1574,867
31731,26,20,aa29a8f7-ec260779-8cb37967-7d5bb1e6-a623e93f,243,3.93066,1981873879416.0,0.55528,0.37166,3.34839,0.58228,9,1,0.5249199999999999,0.29633,1,0.48234,0.66865,20.53003,1.06789,1,0.75632,0.63775,18.53275,1.06049,1,0,0.0,12,3.90729,1,3.91129,1,94.8258,272.88995,0.0,1588,1135
31732,26,20,aa29a8f7-ec260779-8cb37967-7d5bb1e6-a623e93f,277,4.48071,1981879379186.0,0.5391699999999999,0.29306,3.94678,0.53394,10,1,0.51435,0.30904,1,0.49876,0.62568,20.47147,1.05309,1,0.7758,0.59691,18.40246,1.04643,1,0,0.0,12,4.41867,1,4.74488,1,90.34776,110.02058999999998,0.0,1496,895
31733,26,20,aa29a8f7-ec260779-8cb37967-7d5bb1e6-a623e93f,299,4.83667,1981882940544.0,0.5364800000000001,0.31651,4.49683,0.33984,11,1,0.52241,0.4178199999999999,1,0.50259,0.62369,20.86549,0.98727,1,0.7861100000000001,0.59249,18.52451,0.99393,1,0,0.0,12,3.9735,1,4.1756400000000005,1,25.84726,258.47357,0.0,1481,967
31734,26,20,aa29a8f7-ec260779-8cb37967-7d5bb1e6-a623e93f,340,5.5022,1981889595739.0,0.51279,0.38568,4.85303,0.64917,12,1,0.50921,0.36212,1,0.49326,0.65558,18.65392,1.06049,1,0.76894,0.62873,16.14828,1.05309,1,0,0.0,11,3.89559,1,3.75583,1,87.4614,238.664,0.0,1345,1178
31735,26,20,aa29a8f7-ec260779-8cb37967-7d5bb1e6-a623e93f,378,6.11401,1981895712080.0,0.53035,0.34951,5.51904,0.59497,13,1,0.56481,0.32288,1,0.4849600000000001,0.66168,19.77859,1.12947,1,0.7558600000000001,0.6336,17.37537,1.12119,1,0,0.0,11,3.80447,1,3.6031800000000014,1,51.60114,49.20299,0.0,1445,1068
31736,26,20,aa29a8f7-ec260779-8cb37967-7d5bb1e6-a623e93f,407,6.5830100000000025,1981900402132.0,0.5734199999999999,0.33524,6.13013,0.45288,14,1,0.58608,0.31145,1,0.4941100000000001,0.66042,18.60718,1.06186,1,0.76879,0.63439,16.32775,1.06186,1,0,0.0,11,3.96894,1,4.03915,1,84.11825999999998,10.55701,0.0,1692,1024
31737,26,20,aa29a8f7-ec260779-8cb37967-7d5bb1e6-a623e93f,430,6.95654,1981904137594.0,0.60587,0.33852,6.59937,0.35718,15,1,0.62784,0.38374,1,0.4976,0.66362,19.08481,1.05337,1,0.77173,0.6382,17.25988,1.05337,1,0,0.0,11,3.90545,1,4.0431,1,62.40458,356.74585,0.0,1878,1034
31738,26,20,aa29a8f7-ec260779-8cb37967-7d5bb1e6-a623e93f,454,7.343260000000001,1981908006024.0,0.48417,0.52367,7.02002,0.32324,16,1,0.63263,0.57408,1,0.50365,0.66845,19.48994,1.06743,1,0.77845,0.64571,16.6072,1.06743,1,0,0.0,11,3.74218,1,3.5114400000000003,1,307.54459,220.55583,0.0,1181,1600
31739,26,20,aa29a8f7-ec260779-8cb37967-7d5bb1e6-a623e93f,493,7.97412,1981914312899.0,0.65256,0.58039,7.407960000000001,0.56616,17,1,0.5218,0.49316,1,0.50161,0.66873,18.55156,1.08964,1,0.7763399999999999,0.64595,17.46688,1.08224,1,0,0.0,11,3.88502,1,3.64987,1,329.06088,349.2713,0.0,2146,1773
31740,26,20,aa29a8f7-ec260779-8cb37967-7d5bb1e6-a623e93f,530,8.57397,1981920311603.0,0.4647600000000001,0.30223,8.08716,0.48682,18,1,0.43692,0.348,1,0.49695,0.66659,20.19901,1.06003,1,0.7723800000000001,0.64385,17.19781,1.06003,1,0,0.0,11,3.98956,1,3.97739,1,469.32169000000016,140.20071000000002,0.0,1069,923
31741,26,20,aa29a8f7-ec260779-8cb37967-7d5bb1e6-a623e93f,548,8.8645,1981923217281.0,0.4549899999999999,0.39339,8.590580000000001,0.27393,19,1,0.45915,0.55991,1,0.50567,0.66238,20.37407,1.07575,1,0.7804399999999999,0.64381,18.96104,1.07575,1,0,0.0,11,3.89657,1,3.58437,1,100.22393,259.21262,0.0,1013,1202
31742,26,20,aa29a8f7-ec260779-8cb37967-7d5bb1e6-a623e93f,579,9.36499,1981928223783.0,0.44642,0.59205,8.92822,0.43677,20,1,0.65278,0.59196,1,0.4988800000000001,0.67097,19.46032,1.04081,1,0.77318,0.64674,18.66501,1.03341,1,0,0.0,11,4.59802,1,3.86175,1,215.18283,265.61447000000004,0.0,964,1809
31743,26,20,aa29a8f7-ec260779-8cb37967-7d5bb1e6-a623e93f,624,10.09473,1981935520754.0,0.66463,0.59673,9.43115,0.66357,21,1,0.44577,0.63195,1,0.49848,0.67514,19.61067,1.00713,1,0.7762600000000001,0.6503399999999999,17.985020000000006,1.00047,1,0,0.0,11,5.26751,1,5.19681,1,418.99368,359.30881,0.0,2215,1823
31744,26,20,aa29a8f7-ec260779-8cb37967-7d5bb1e6-a623e93f,696,11.25757,1981947147871.0,0.4209600000000001,0.62262,10.15967,1.0979,22,1,0.5714600000000001,0.61805,1,0.50168,0.6743899999999999,20.18884,1.04311,1,0.77553,0.65355,17.61871,1.04311,1,0,0.0,11,4.8099,1,4.28691,1,468.68118,183.42026,0.0,818,1902
31745,26,20,aa29a8f7-ec260779-8cb37967-7d5bb1e6-a623e93f,774,12.52466,1981959818879.0,0.6724,0.64478,11.32422,1.20044,23,1,0.4678199999999999,0.6343300000000001,1,0.52256,0.69698,19.81688,1.0135,1,0.8043,0.68858,18.22484,1.0135,1,0,0.0,11,4.98249,1,4.73937,1,483.3577,357.16193,0.0,2260,1970
31746,26,20,aa29a8f7-ec260779-8cb37967-7d5bb1e6-a623e93f,803,12.99048,1981964476572.0,0.4250100000000001,0.66293,12.58398,0.40649,24,1,0.4376899999999999,0.78486,0,0.5018199999999999,0.69985,19.87097,0.98061,0,0.78351,0.67952,15.34925,0.98061,0,339,0.0,11,3.74273,0,3.03055,0,475.39319000000006,182.36317,0.0,842,2025
31747,26,20,aa29a8f7-ec260779-8cb37967-7d5bb1e6-a623e93f,838,13.5542,1981970115264.0,0.4452399999999999,0.65442,13.20288,0.3513199999999999,25,1,0.5586899999999999,0.61237,1,0.51422,0.68248,20.92829,1.01255,1,0.79528,0.6603100000000001,19.15434,1.02662,1,0,0.0,12,4.0804,1,3.78169,1,39.91418,13.31261,0.0,958,1999
31748,26,20,aa29a8f7-ec260779-8cb37967-7d5bb1e6-a623e93f,870,14.07178,1981975291457.0,0.65946,0.6187,13.62036,0.45142,26,1,0.4742,0.61759,1,0.51815,0.68261,17.927039999999995,1.03225,1,0.79895,0.66204,18.83033,1.03225,1,0,0.0,12,4.85156,1,4.32566,1,413.10764,5.35831,0.0,2186,1890
31749,26,20,aa29a8f7-ec260779-8cb37967-7d5bb1e6-a623e93f,908,14.68799,1981981452404.0,0.45843,0.56599,14.13867,0.54932,27,1,0.45558,0.51648,1,0.50548,0.66297,20.59637,0.9693,1,0.7933399999999999,0.64288,18.04318,0.9693,1,0,0.0,12,3.84706,1,3.84251,1,390.15302,171.61008,0.0,1033,1729
31750,26,20,aa29a8f7-ec260779-8cb37967-7d5bb1e6-a623e93f,926,14.97754,1981984348358.0,0.50048,0.5060899999999999,14.70728,0.27026,28,1,0.61356,0.4923300000000001,1,0.52577,0.6536,20.93058,1.00059,1,0.81183,0.63771,17.94754,0.99393,1,0,0.0,12,3.91998,1,3.875480000000002,1,103.45697,38.70443,0.0,1274,1546
31751,26,20,aa29a8f7-ec260779-8cb37967-7d5bb1e6-a623e93f,966,15.625,1981990822545.0,0.63674,0.51939,14.99365,0.63135,29,1,0.6299899999999999,0.56865,1,0.5185,0.67737,21.4556,1.02206,1,0.79943,0.6600600000000001,17.87823,1.01466,1,0,0.0,12,3.90781,1,3.761,1,262.01334,356.85739,0.0,2055,1587
